weekday_type,hour,facility_mid,size_class,size_emp_min,size_emp_max,active1_start_hour,active1_end_hour,active2_start_hour,active2_end_hour,hourly_base,size_multiplier,m_default,notes
WD,1,観光・娯楽,M,50,199,10.0,21.0,,,0.6,1.0,0.6,
WD,1,観光・娯楽,L,200,999,10.0,21.0,,,0.6,1.35,0.81,
WD,1,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,0.6,1.8,1.08,
WD,2,観光・娯楽,S,1,49,10.0,21.0,,,0.6,0.8,0.48,
WD,2,観光・娯楽,M,50,199,10.0,21.0,,,0.6,1.0,0.6,
WD,2,観光・娯楽,L,200,999,10.0,21.0,,,0.6,1.35,0.81,
WD,2,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,0.6,1.8,1.08,
WD,3,観光・娯楽,S,1,49,10.0,21.0,,,0.6,0.8,0.48,
WD,3,観光・娯楽,M,50,199,10.0,21.0,,,0.6,1.0,0.6,
WD,3,観光・娯楽,L,200,999,10.0,21.0,,,0.6,1.35,0.81,
WD,3,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,0.6,1.8,1.08,
WD,4,観光・娯楽,S,1,49,10.0,21.0,,,0.6,0.8,0.48,
WD,4,観光・娯楽,M,50,199,10.0,21.0,,,0.6,1.0,0.6,
WD,4,観光・娯楽,L,200,999,10.0,21.0,,,0.6,1.35,0.81,
WD,4,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,0.6,1.8,1.08,
WD,5,観光・娯楽,S,1,49,10.0,21.0,,,0.6,0.8,0.48,
WD,5,観光・娯楽,M,50,199,10.0,21.0,,,0.6,1.0,0.6,
WD,5,観光・娯楽,L,200,999,10.0,21.0,,,0.6,1.35,0.81,
WD,5,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,0.6,1.8,1.08,
WD,6,観光・娯楽,S,1,49,10.0,21.0,,,0.6,0.8,0.48,
WD,6,観光・娯楽,M,50,199,10.0,21.0,,,0.6,1.0,0.6,
WD,6,観光・娯楽,L,200,999,10.0,21.0,,,0.6,1.35,0.81,
WD,6,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,0.6,1.8,1.08,
WD,7,観光・娯楽,S,1,49,10.0,21.0,,,0.73,0.8,0.58,
WD,7,観光・娯楽,M,50,199,10.0,21.0,,,0.73,1.0,0.73,
WD,7,観光・娯楽,L,200,999,10.0,21.0,,,0.73,1.35,0.99,
WD,7,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,0.73,1.8,1.31,
WD,8,観光・娯楽,S,1,49,10.0,21.0,,,0.87,0.8,0.7,
WD,8,観光・娯楽,M,50,199,10.0,21.0,,,0.87,1.0,0.87,
WD,8,観光・娯楽,L,200,999,10.0,21.0,,,0.87,1.35,1.17,
WD,8,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,0.87,1.8,1.57,
WD,9,観光・娯楽,S,1,49,10.0,21.0,,,1.0,0.8,0.8,
WD,9,観光・娯楽,M,50,199,10.0,21.0,,,1.0,1.0,1.0,
WD,9,観光・娯楽,L,200,999,10.0,21.0,,,1.0,1.35,1.35,
WD,9,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.0,1.8,1.8,
WD,10,観光・娯楽,S,1,49,10.0,21.0,,,1.07,0.8,0.86,
WD,10,観光・娯楽,M,50,199,10.0,21.0,,,1.07,1.0,1.07,
WD,10,観光・娯楽,L,200,999,10.0,21.0,,,1.07,1.35,1.44,
WD,10,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.07,1.8,1.93,
WD,11,観光・娯楽,S,1,49,10.0,21.0,,,1.13,0.8,0.9,
WD,11,観光・娯楽,M,50,199,10.0,21.0,,,1.13,1.0,1.13,
WD,11,観光・娯楽,L,200,999,10.0,21.0,,,1.13,1.35,1.53,
WD,11,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.13,1.8,2.03,
WD,12,観光・娯楽,S,1,49,10.0,21.0,,,1.2,0.8,0.96,
WD,12,観光・娯楽,M,50,199,10.0,21.0,,,1.2,1.0,1.2,
WD,12,観光・娯楽,L,200,999,10.0,21.0,,,1.2,1.35,1.62,
WD,12,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.2,1.8,2.16,
WD,13,観光・娯楽,S,1,49,10.0,21.0,,,1.2,0.8,0.96,
WD,13,観光・娯楽,M,50,199,10.0,21.0,,,1.2,1.0,1.2,
WD,13,観光・娯楽,L,200,999,10.0,21.0,,,1.2,1.35,1.62,
WD,13,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.2,1.8,2.16,
WD,14,観光・娯楽,S,1,49,10.0,21.0,,,1.2,0.8,0.96,
WD,14,観光・娯楽,M,50,199,10.0,21.0,,,1.2,1.0,1.2,
WD,14,観光・娯楽,L,200,999,10.0,21.0,,,1.2,1.35,1.62,
WD,14,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.2,1.8,2.16,
WD,15,観光・娯楽,S,1,49,10.0,21.0,,,1.2,0.8,0.96,
WD,15,観光・娯楽,M,50,199,10.0,21.0,,,1.2,1.0,1.2,
WD,15,観光・娯楽,L,200,999,10.0,21.0,,,1.2,1.35,1.62,
WD,15,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.2,1.8,2.16,
WD,16,観光・娯楽,S,1,49,10.0,21.0,,,1.2,0.8,0.96,
WD,16,観光・娯楽,M,50,199,10.0,21.0,,,1.2,1.0,1.2,
WD,16,観光・娯楽,L,200,999,10.0,21.0,,,1.2,1.35,1.62,
WD,16,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.2,1.8,2.16,
WD,17,観光・娯楽,S,1,49,10.0,21.0,,,1.2,0.8,0.96,
WD,17,観光・娯楽,M,50,199,10.0,21.0,,,1.2,1.0,1.2,
WD,17,観光・娯楽,L,200,999,10.0,21.0,,,1.2,1.35,1.62,
WD,17,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.2,1.8,2.16,
WD,18,観光・娯楽,S,1,49,10.0,21.0,,,1.2,0.8,0.96,
WD,18,観光・娯楽,M,50,199,10.0,21.0,,,1.2,1.0,1.2,
WD,18,観光・娯楽,L,200,999,10.0,21.0,,,1.2,1.35,1.62,
WD,18,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.2,1.8,2.16,
WD,19,観光・娯楽,S,1,49,10.0,21.0,,,1.2,0.8,0.96,
WD,19,観光・娯楽,M,50,199,10.0,21.0,,,1.2,1.0,1.2,
WD,19,観光・娯楽,L,200,999,10.0,21.0,,,1.2,1.35,1.62,
WD,19,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.2,1.8,2.16,
WD,20,観光・娯楽,S,1,49,10.0,21.0,,,1.13,0.8,0.9,
WD,20,観光・娯楽,M,50,199,10.0,21.0,,,1.13,1.0,1.13,
WD,20,観光・娯楽,L,200,999,10.0,21.0,,,1.13,1.35,1.53,
WD,20,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.13,1.8,2.03,
WD,21,観光・娯楽,S,1,49,10.0,21.0,,,1.07,0.8,0.86,
WD,21,観光・娯楽,M,50,199,10.0,21.0,,,1.07,1.0,1.07,
WD,21,観光・娯楽,L,200,999,10.0,21.0,,,1.07,1.35,1.44,
WD,21,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.07,1.8,1.93,
WD,22,観光・娯楽,S,1,49,10.0,21.0,,,1.0,0.8,0.8,
WD,22,観光・娯楽,M,50,199,10.0,21.0,,,1.0,1.0,1.0,
WD,22,観光・娯楽,L,200,999,10.0,21.0,,,1.0,1.35,1.35,
WD,22,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,1.0,1.8,1.8,
WD,23,観光・娯楽,S,1,49,10.0,21.0,,,0.87,0.8,0.7,
WD,23,観光・娯楽,M,50,199,10.0,21.0,,,0.87,1.0,0.87,
WD,23,観光・娯楽,L,200,999,10.0,21.0,,,0.87,1.35,1.17,
WD,23,観光・娯楽,XL,1000,1000000000,10.0,21.0,,,0.87,1.8,1.57,
SAT,0,大型商業施設,S,1,499,10.0,22.0,,,0.63,0.7,0.44,
SAT,0,大型商業施設,M,500,999,10.0,22.0,,,0.63,1.0,0.63,
SAT,0,大型商業施設,L,1000,2999,10.0,22.0,,,0.63,1.5,0.95,
SAT,0,大型商業施設,XL,3000,1000000000,10.0,22.0,,,0.63,2.2,1.39,
SAT,1,大型商業施設,S,1,499,10.0,22.0,,,0.6,0.7,0.42,
SAT,1,大型商業施設,M,500,999,10.0,22.0,,,0.6,1.0,0.6,
SAT,1,大型商業施設,L,1000,2999,10.0,22.0,,,0.6,1.5,0.9,
SAT,1,大型商業施設,XL,3000,1000000000,10.0,22.0,,,0.6,2.2,1.32,
SAT,2,大型商業施設,S,1,499,10.0,22.0,,,0.6,0.7,0.42,
SAT,2,大型商業施設,M,500,999,10.0,22.0,,,0.6,1.0,0.6,
SAT,2,大型商業施設,L,1000,2999,10.0,22.0,,,0.6,1.5,0.9,
SAT,2,大型商業施設,XL,3000,1000000000,10.0,22.0,,,0.6,2.2,1.32,
SAT,3,大型商業施設,S,1,499,10.0,22.0,,,0.6,0.7,0.42,
SAT,3,大型商業施設,M,500,999,10.0,22.0,,,0.6,1.0,0.6,
SAT,3,大型商業施設,L,1000,2999,10.0,22.0,,,0.6,1.5,0.9,
SAT,3,大型商業施設,XL,3000,1000000000,10.0,22.0,,,0.6,2.2,1.32,
SAT,4,大型商業施設,S,1,499,10.0,22.0,,,0.6,0.7,0.42,
SAT,4,大型商業施設,M,500,999,10.0,22.0,,,0.6,1.0,0.6,
SAT,4,大型商業施設,L,1000,2999,10.0,22.0,,,0.6,1.5,0.9,
SAT,4,大型商業施設,XL,3000,1000000000,10.0,22.0,,,0.6,2.2,1.32,
SAT,5,大型商業施設,S,1,499,10.0,22.0,,,0.6,0.7,0.42,
SAT,5,大型商業施設,M,500,999,10.0,22.0,,,0.6,1.0,0.6,
SAT,5,大型商業施設,L,1000,2999,10.0,22.0,,,0.6,1.5,0.9,
SAT,5,大型商業施設,XL,3000,1000000000,10.0,22.0,,,0.6,2.2,1.32,
SAT,6,大型商業施設,S,1,499,10.0,22.0,,,0.6,0.7,0.42,
SAT,6,大型商業施設,M,500,999,10.0,22.0,,,0.6,1.0,0.6,
SAT,6,大型商業施設,L,1000,2999,10.0,22.0,,,0.6,1.5,0.9,
SAT,6,大型商業施設,XL,3000,1000000000,10.0,22.0,,,0.6,2.2,1.32,
SAT,7,大型商業施設,S,1,499,10.0,22.0,,,0.73,0.7,0.51,
SAT,7,大型商業施設,M,500,999,10.0,22.0,,,0.73,1.0,0.73,
SAT,7,大型商業施設,L,1000,2999,10.0,22.0,,,0.73,1.5,1.09,
SAT,7,大型商業施設,XL,3000,1000000000,10.0,22.0,,,0.73,2.2,1.61,
SAT,8,大型商業施設,S,1,499,10.0,22.0,,,0.87,0.7,0.61,
SAT,8,大型商業施設,M,500,999,10.0,22.0,,,0.87,1.0,0.87,
SAT,8,大型商業施設,L,1000,2999,10.0,22.0,,,0.87,1.5,1.3,
SAT,8,大型商業施設,XL,3000,1000000000,10.0,22.0,,,0.87,2.2,1.91,
SAT,9,大型商業施設,S,1,499,10.0,22.0,,,1.1,0.7,0.77,
SAT,9,大型商業施設,M,500,999,10.0,22.0,,,1.1,1.0,1.1,
SAT,9,大型商業施設,L,1000,2999,10.0,22.0,,,1.1,1.5,1.65,
SAT,9,大型商業施設,XL,3000,1000000000,10.0,22.0,,,1.1,2.2,2.42,
SAT,10,大型商業施設,S,1,499,10.0,22.0,,,1.2,0.7,0.84,
SAT,10,大型商業施設,M,500,999,10.0,22.0,,,1.2,1.0,1.2,
SAT,10,大型商業施設,L,1000,2999,10.0,22.0,,,1.2,1.5,1.8,
SAT,10,大型商業施設,XL,3000,1000000000,10.0,22.0,,,1.2,2.2,2.64,
SAT,11,大型商業施設,S,1,499,10.0,22.0,,,1.4,0.7,0.98,
SAT,11,大型商業施設,M,500,999,10.0,22.0,,,1.4,1.0,1.4,
SAT,11,大型商業施設,L,1000,2999,10.0,22.0,,,1.4,1.5,2.1,
SAT,11,大型商業施設,XL,3000,1000000000,10.0,22.0,,,1.4,2.2,3.08,
SAT,12,大型商業施設,S,1,499,10.0,22.0,,,1.5,0.7,1.05,
SAT,12,大型商業施設,M,500,999,10.0,22.0,,,1.5,1.0,1.5,
SAT,12,大型商業施設,L,1000,2999,10.0,22.0,,,1.5,1.5,2.25,
SAT,12,大型商業施設,XL,3000,1000000000,10.0,22.0,,,1.5,2.2,3.3,
SAT,13,大型商業施設,S,1,499,10.0,22.0,,,1.6,0.7,1.12,
SAT,13,大型商業施設,M,500,999,10.0,22.0,,,1.6,1.0,1.6,
SAT,13,大型商業施設,L,1000,2999,10.0,22.0,,,1.6,1.5,2.4,
SAT,13,大型商業施設,XL,3000,1000000000,10.0,22.0,,,1.6,2.2,3.52,
SAT,14,大型商業施設,S,1,499,10.0,22.0,,,1.6,0.7,1.12,
SAT,14,大型商業施設,M,500,999,10.0,22.0,,,1.6,1.0,1.6,
SAT,14,大型商業施設,L,1000,2999,10.0,22.0,,,1.6,1.5,2.4,
SAT,14,大型商業施設,XL,3000,1000000000,10.0,22.0,,,1.6,2.2,3.52,
SAT,15,大型商業施設,S,1,499,10.0,22.0,,,1.6,0.7,1.12,
SAT,15,大型商業施設,M,500,999,10.0,22.0,,,1.6,1.0,1.6,
SAT,15,大型商業施設,L,1000,2999,10.0,22.0,,,1.6,1.5,2.4,
SAT,15,大型商業施設,XL,3000,1000000000,10.0,22.0,,,1.6,2.2,3.52,
SAT,16,大型商業施設,S,1,499,10.0,22.0,,,1.6,0.7,1.12,
SAT,16,大型商業施設,M,500,999,10.0,22.0,,,1.6,1.0,1.6,
SAT,16,大型商業施設,L,1000,2999,10.0,22.0,,,1.6,1.5,2.4,
SAT,16,大型商業施設,XL,3000,1000000000,10.0,22.0,,,1.6,2.2,3.52,
SAT,17,大型商業施設,S,1,499,10.0,22.0,,,1.6,0.7,1.12,
SAT,17,大型商業施設,M,500,999,10.0,22.0,,,1.6,1.0,1.6,
SAT,17,大型商業施設,L,1000,2999,10.0,22.0,,,1.6,1.5,2.4,
SAT,17,大型商業施設,XL,3000,1000000000,10.0,22.0,,,1.6,2.2,3.52,
SAT,18,大型商業施設,S,1,499,10.0,22.0,,,1.5,0.7,1.05,
SAT,18,大型商業施設,M,500,999,10.0,22.0,,,1.5,1.0,1.5,
SAT,18,大型商業施設,L,1000,2999,10.0,22.0,,,1.5,1.5,2.25,
SAT,18,大型商業施設,XL,3000,1000000000,10.0,22.0,,,1.5,2.2,3.3,
SAT,19,大型商業施設,S,1,499,10.0,22.0,,,1.4,0.7,0.98,
SAT,19,大型商業施設,M,500,999,10.0,22.0,,,1.4,1.0,1.4,
SAT,19,大型商業施設,L,1000,2999,10.0,22.0,,,1.4,1.5,2.1,
SAT,19,大型商業施設,XL,3000,1000000000,10.0,22.0,,,1.4,2.2,3.08,
SAT,20,大型商業施設,S,1,499,10.0,22.0,,,1.3,0.7,0.91,
SAT,20,大型商業施設,M,500,999,10.0,22.0,,,1.3,1.0,1.3,
SAT,20,大型商業施設,L,1000,2999,10.0,22.0,,,1.3,1.5,1.95,
SAT,20,大型商業施設,XL,3000,1000000000,10.0,22.0,,,1.3,2.2,2.86,
SAT,21,大型商業施設,S,1,499,10.0,22.0,,,1.1,0.7,0.77,
SAT,21,大型商業施設,M,500,999,10.0,22.0,,,1.1,1.0,1.1,
SAT,21,大型商業施設,L,1000,2999,10.0,22.0,,,1.1,1.5,1.65,
SAT,21,大型商業施設,XL,3000,1000000000,10.0,22.0,,,1.1,2.2,2.42,
SAT,22,大型商業施設,S,1,499,10.0,22.0,,,0.9,0.7,0.63,
SAT,22,大型商業施設,M,500,999,10.0,22.0,,,0.9,1.0,0.9,
SAT,22,大型商業施設,L,1000,2999,10.0,22.0,,,0.9,1.5,1.35,
SAT,22,大型商業施設,XL,3000,1000000000,10.0,22.0,,,0.9,2.2,1.98,
SAT,23,大型商業施設,S,1,499,10.0,22.0,,,0.67,0.7,0.47,
SAT,23,大型商業施設,M,500,999,10.0,22.0,,,0.67,1.0,0.67,
SAT,23,大型商業施設,L,1000,2999,10.0,22.0,,,0.67,1.5,1.01,
SAT,23,大型商業施設,XL,3000,1000000000,10.0,22.0,,,0.67,2.2,1.47,
SAT,0,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,0,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,0,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,0,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,1,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,1,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,1,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,1,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,2,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,2,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,2,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,2,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,3,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,3,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,3,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,3,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,4,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,4,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,4,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,4,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,5,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,5,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,5,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,5,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,6,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,6,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,6,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,6,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,7,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,7,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,7,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,7,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,8,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,8,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,8,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,8,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,9,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,9,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,9,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,9,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,10,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,10,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,10,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,10,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,11,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,11,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,11,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,11,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,12,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,12,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,12,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,12,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,13,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,13,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,13,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,13,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,14,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,14,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,14,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,14,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,15,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,15,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,15,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,15,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,16,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,16,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,16,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,16,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,17,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,17,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,17,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,17,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,18,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,18,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,18,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,18,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,19,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,19,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,19,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,19,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,20,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,20,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,20,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,20,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,21,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,21,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,21,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,21,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,22,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,22,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,22,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,22,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,23,学校,S,1,199,9.0,17.0,,,0.2,0.7,0.14,
SAT,23,学校,M,200,599,9.0,17.0,,,0.2,1.0,0.2,
SAT,23,学校,L,600,999,9.0,17.0,,,0.2,1.2,0.24,
SAT,23,学校,XL,1000,1000000000,9.0,17.0,,,0.2,1.35,0.27,
SAT,0,物流施設,S,1,29,0.0,24.0,,,1.23,0.7,0.86,
SAT,0,物流施設,M,30,99,0.0,24.0,,,1.23,1.0,1.23,
SAT,0,物流施設,L,100,249,0.0,24.0,,,1.23,1.3,1.6,
SAT,0,物流施設,XL,250,1000000000,0.0,24.0,,,1.23,1.6,1.97,
SAT,1,物流施設,S,1,29,0.0,24.0,,,1.3,0.7,0.91,
SAT,1,物流施設,M,30,99,0.0,24.0,,,1.3,1.0,1.3,
SAT,1,物流施設,L,100,249,0.0,24.0,,,1.3,1.3,1.69,
SAT,1,物流施設,XL,250,1000000000,0.0,24.0,,,1.3,1.6,2.08,
SAT,2,物流施設,S,1,29,0.0,24.0,,,1.3,0.7,0.91,
SAT,2,物流施設,M,30,99,0.0,24.0,,,1.3,1.0,1.3,
SAT,2,物流施設,L,100,249,0.0,24.0,,,1.3,1.3,1.69,
SAT,2,物流施設,XL,250,1000000000,0.0,24.0,,,1.3,1.6,2.08,
SAT,3,物流施設,S,1,29,0.0,24.0,,,1.33,0.7,0.93,
SAT,3,物流施設,M,30,99,0.0,24.0,,,1.33,1.0,1.33,
SAT,3,物流施設,L,100,249,0.0,24.0,,,1.33,1.3,1.73,
SAT,3,物流施設,XL,250,1000000000,0.0,24.0,,,1.33,1.6,2.13,
SAT,4,物流施設,S,1,29,0.0,24.0,,,1.37,0.7,0.96,
SAT,4,物流施設,M,30,99,0.0,24.0,,,1.37,1.0,1.37,
SAT,4,物流施設,L,100,249,0.0,24.0,,,1.37,1.3,1.78,
SAT,4,物流施設,XL,250,1000000000,0.0,24.0,,,1.37,1.6,2.19,
SAT,5,物流施設,S,1,29,0.0,24.0,,,1.4,0.7,0.98,
SAT,5,物流施設,M,30,99,0.0,24.0,,,1.4,1.0,1.4,
SAT,5,物流施設,L,100,249,0.0,24.0,,,1.4,1.3,1.82,
SAT,5,物流施設,XL,250,1000000000,0.0,24.0,,,1.4,1.6,2.24,
SAT,6,物流施設,S,1,29,0.0,24.0,,,1.4,0.7,0.98,
SAT,6,物流施設,M,30,99,0.0,24.0,,,1.4,1.0,1.4,
SAT,6,物流施設,L,100,249,0.0,24.0,,,1.4,1.3,1.82,
SAT,6,物流施設,XL,250,1000000000,0.0,24.0,,,1.4,1.6,2.24,
SAT,7,物流施設,S,1,29,0.0,24.0,,,1.23,0.7,0.86,
SAT,7,物流施設,M,30,99,0.0,24.0,,,1.23,1.0,1.23,
SAT,7,物流施設,L,100,249,0.0,24.0,,,1.23,1.3,1.6,
SAT,7,物流施設,XL,250,1000000000,0.0,24.0,,,1.23,1.6,1.97,
SAT,8,物流施設,S,1,29,0.0,24.0,,,1.07,0.7,0.75,
SAT,8,物流施設,M,30,99,0.0,24.0,,,1.07,1.0,1.07,
SAT,8,物流施設,L,100,249,0.0,24.0,,,1.07,1.3,1.39,
SAT,8,物流施設,XL,250,1000000000,0.0,24.0,,,1.07,1.6,1.71,
SAT,9,物流施設,S,1,29,0.0,24.0,,,0.9,0.7,0.63,
SAT,9,物流施設,M,30,99,0.0,24.0,,,0.9,1.0,0.9,
SAT,9,物流施設,L,100,249,0.0,24.0,,,0.9,1.3,1.17,
SAT,9,物流施設,XL,250,1000000000,0.0,24.0,,,0.9,1.6,1.44,
SAT,10,物流施設,S,1,29,0.0,24.0,,,0.9,0.7,0.63,
SAT,10,物流施設,M,30,99,0.0,24.0,,,0.9,1.0,0.9,
SAT,10,物流施設,L,100,249,0.0,24.0,,,0.9,1.3,1.17,
SAT,10,物流施設,XL,250,1000000000,0.0,24.0,,,0.9,1.6,1.44,
SAT,11,物流施設,S,1,29,0.0,24.0,,,0.9,0.7,0.63,
SAT,11,物流施設,M,30,99,0.0,24.0,,,0.9,1.0,0.9,
SAT,11,物流施設,L,100,249,0.0,24.0,,,0.9,1.3,1.17,
SAT,11,物流施設,XL,250,1000000000,0.0,24.0,,,0.9,1.6,1.44,
SAT,12,物流施設,S,1,29,0.0,24.0,,,0.9,0.7,0.63,
